;Identificador do acidente;Identificador do condutor;Estado;Identificador do veículo;Tipo de veículo;Marca do veículo;Envolvido;Estado físico do condutor;Idade;Gênero
52780;597170;1331023;SP;1066227;Automóvel;HYUNDAI/HB20 10M SENSE;Condutor;Ileso;23;Masculino
52783;597171;1331030;SP;1066233;Motocicleta;HONDA/CG 150 TITAN KS;Condutor;Lesões Graves;43;Masculino
52790;597174;1331145;SP;1066322;Automóvel;VW/VIRTUS AF;Condutor;Ileso;20;Masculino
52800;597181;1331065;SP;1066248;Automóvel;VW/VOYAGE MPI;Condutor;Não Informado;41;Não Informado
52838;597200;1331129;SP;1066298;Automóvel;FIAT/PALIO FIRE FLEX;Condutor;Lesões Leves;45;Feminino
52839;597200;1331130;SP;1066302;Automóvel;FIAT/SIENA TETRAFUEL 1.4;Condutor;Ileso;49;Masculino
52840;597200;1331131;SP;1066303;Caminhonete;FIAT/TORO VOLCANO AT D4;Condutor;Ileso;69;Masculino
52841;597201;1331324;SP;1066451;Caminhonete;I/RENAULT KGOO EXPRESS16;Condutor;Ileso;56;Masculino
52842;597201;1331326;SP;1066438;Caminhão-trator;SCANIA/R124 GA4X2NZ 360;Condutor;Lesões Leves;45;Masculino
52843;597201;1331302;SP;1066433;Caminhão-trator;IVECO/STRALIS 600S44T;Condutor;Ileso;35;Masculino
52902;597220;1331517;SP;1066614;Caminhão;FORD/F14000;Condutor;Ileso;33;Masculino
52903;597220;1331516;SP;1066613;Motocicleta;YAMAHA/YS150 FAZER ED;Condutor;Lesões Leves;39;Masculino
52949;597234;1331227;SP;1066367;Caminhão;IVECO/TECTOR 240E30SID;Condutor;Lesões Leves;51;Masculino
52999;597254;1331638;SP;1066682;Caminhonete;FIAT/TORO VOLC T270 AT6;Condutor;Ileso;53;Masculino
53000;597254;1331639;SP;1066684;Motocicleta;HONDA/CG 160 FAN;Condutor;Lesões Leves;50;Masculino
53027;597272;1331487;SP;1066534;Automóvel;RENAULT/KWID ZEN 2;Condutor;Lesões Leves;66;Masculino
53091;597302;1331571;SP;1066633;Automóvel;GM/CELTA 2P LIFE;Condutor;Lesões Leves;34;Feminino
53107;597309;1331646;SP;1066687;Caminhão-trator;SCANIA/T112 HS 4X2;Condutor;Lesões Leves;37;Masculino
53108;597309;1331643;SP;1066683;Caminhonete;FIAT/FIORINO FLEX;Condutor;Lesões Leves;63;Masculino
53112;597313;1331400;SP;1066522;Caminhonete;I/JAC V260;Condutor;Ileso;24;Masculino
53113;597313;1331410;SP;1066533;Automóvel;RENAULT/KWID ZEN 10MT;Condutor;Ileso;63;Feminino
53114;597313;1331411;SP;1066531;Automóvel;CHEV/SPIN 1.8L AT LTZ;Condutor;Ileso;48;Masculino
53143;597326;1333325;SP;1066615;Caminhonete;FIAT/FIORINO FLEX;Condutor;Lesões Leves;39;Masculino
53144;597326;1331520;SP;1066616;Automóvel;RENAULT/SANDERO EXP1016V;Condutor;Ileso;54;Masculino
53179;597345;1332208;SP;1067098;Caminhão;M.BENZ/L 608 D;Condutor;Lesões Leves;72;Masculino
53180;597345;1332209;SP;1067100;Caminhão-trator;M.BENZ/ACTROS 2546LS;Condutor;Lesões Graves;66;Masculino
53181;597345;1332214;SP;1067107;Camioneta;FIAT/DOBLO EX;Condutor;Ileso;46;Masculino
53204;597355;1331663;SP;1066705;Automóvel;RENAULT/LOGAN EXP 1016V;Condutor;Lesões Leves;58;Masculino
53205;597355;1331664;SP;1066710;Caminhão-trator;VW/18.310 TITAN;Condutor;Lesões Leves;43;Masculino
53206;597355;1334288;SP;1068712;Caminhão;VW/9.170 DRC 4X2;Condutor;Ileso;41;Masculino
53220;597364;1331640;SP;1066685;Caminhão-trator;VW/25.420 CTC 6X2;Condutor;Ileso;39;Masculino
53229;597370;1331820;SP;1066815;Automóvel;FORD/KA SE 1.0 SD;Condutor;Ileso;34;Masculino
53231;597370;1331824;SP;1066816;Caminhão;M.BENZ/ACCELO 1017 CE;Condutor;Ileso;45;Masculino
53239;597374;1331649;SP;1066692;Motoneta;HONDA/PCX 160 DLX ABS;Condutor;Lesões Leves;27;Feminino
53240;597374;1331644;SP;1066690;Automóvel;VW/GOL PATRUL 1.6 MB;Condutor;Ileso;35;Masculino
53272;597391;1331746;SP;1066761;Automóvel;TOYOTA/COROLLA GLI18 CVT;Condutor;Lesões Leves;58;Feminino
53273;597391;1331772;SP;1066766;Caminhão;VW/24.280 CRM 6X2;Condutor;Ileso;25;Masculino
53274;597391;1331773;SP;1066771;Caminhão;FORD/CARGO 2422 CNL;Condutor;Ileso;41;Masculino
53355;597426;1331770;SP;1066778;Caminhonete;FIAT/TORO ULTRA AT9 4X4;Condutor;Ileso;28;Feminino
53356;597426;1331771;SP;1066779;Motocicleta;HONDA/NXR150 BROS ESD;Condutor;Lesões Leves;33;Masculino
53409;597448;1331825;SP;1066818;Ônibus;MBENZ/MPOLO PARADISO R;Condutor;Ileso;40;Masculino
53411;597448;1331827;SP;1066819;Caminhão;Não Informado;Condutor;Não Informado;41;Não Informado
53479;597484;1331969;SP;1066915;Motocicleta;HONDA/CBX 250 TWISTER;Condutor;Lesões Leves;41;Masculino
53546;597512;1332108;SP;1067014;Automóvel;Não Informado;Condutor;Não Informado;41;Não Informado
53547;597512;1332038;SP;1066962;Automóvel;I/HONDA HR-V EX CVT;Condutor;Ileso;25;Masculino
53561;597519;1332094;SP;1067000;Caminhão-trator;VOLVO/FH 400 6X2T;Condutor;Lesões Graves;49;Masculino
53589;597536;1332102;SP;1067007;Caminhão-trator;M.BENZ/AXOR 2041 S;Condutor;Lesões Graves;46;Masculino
53638;597563;1332151;SP;1067056;Automóvel;CHEVROLET/ONIX 1.4AT ACT;Condutor;Lesões Leves;34;Masculino
53640;597563;1333760;SP;1067057;Caminhão-trator;M.BENZ/AXOR 2544 LS;Condutor;Ileso;56;Masculino
53642;597565;1332156;SP;1067044;Automóvel;Não Informado;Condutor;Ileso;41;Não Informado
53652;597572;1332164;SP;1067074;Automóvel;RENAULT/LOGAN EXP 16 SCE;Condutor;Não Informado;41;Não Informado
53673;597583;1332261;SP;1067143;Motocicleta;HONDA/CG 125 FAN KS;Condutor;Lesões Leves;42;Masculino
53738;597613;1332672;SP;1067318;Outros;Não Informado;Condutor;Não Informado;41;Não Informado
53739;597613;1332535;SP;1067316;Motocicleta;I/YAMAHA YZF R1;Condutor;Lesões Graves;26;Masculino
53765;597625;1332305;SP;1067175;Automóvel;CHEV/SPIN 1.8L AT LTZ;Condutor;Ileso;73;Masculino
53780;597632;1332633;SP;1067393;Automóvel;RENAULT/LOGAN EXP 1016V;Condutor;Ileso;29;Masculino
53781;597632;1332634;SP;1067394;Camioneta;RENAULT/DUSTER 16 D 4X2;Condutor;Ileso;34;Masculino
53782;597633;1332431;SP;1067226;Bicicleta;Não Informado;Condutor;Lesões Leves;18;Masculino
53784;597633;1332429;SP;1067224;Automóvel;HONDA/HR-V EXL CVT;Condutor;Ileso;45;Feminino
53794;597638;1333390;SP;1068004;Motocicleta;HONDA/CG 160 START;Condutor;Lesões Leves;25;Masculino
53811;597646;1332396;SP;1067205;Motocicleta;YAMAHA/XTZ250 LANDER;Condutor;Lesões Leves;31;Feminino
53812;597646;1332394;SP;1067204;Automóvel;CHEVROLET/CELTA 1.0L LT;Condutor;Ileso;37;Feminino
53831;597654;1332428;SP;1067223;Motocicleta;I/HONDA SHADOW 1100;Condutor;Lesões Leves;24;Masculino
53877;597671;1332476;SP;1067259;Automóvel;CHEVROLET/ONIX 1.0MT LT;Condutor;Ileso;26;Masculino
53879;597671;1332475;SP;1067258;Caminhão;IVECO/TECTOR 11-190;Condutor;Lesões Leves;49;Masculino
53880;597671;1332474;SP;1067257;Caminhão;IVECO/DAILY 70C17HDCS;Condutor;Ileso;64;Masculino
53882;597672;1334277;SP;1067269;Motocicleta;Não Informado;Condutor;Não Informado;41;Não Informado
53883;597672;1334278;SP;1068719;Automóvel;Não Informado;Condutor;Não Informado;41;Não Informado
53930;597693;1332493;SP;1067273;Automóvel;FORD/FIESTA FLEX;Condutor;Lesões Leves;49;Feminino
54013;597732;1332623;SP;1067384;Motocicleta;HONDA/CG 125 FAN KS;Condutor;Lesões Leves;29;Masculino
54014;597732;1332625;SP;1067385;Automóvel;CHEVROLET/ONIX 1.0MT LT;Condutor;Ileso;37;Masculino
54039;597748;1332640;SP;1067399;Automóvel;GM/VECTRA HATCH 4P GT;Condutor;Lesões Leves;30;Masculino
54040;597748;1332643;SP;1067402;Automóvel;CHEV/ONIX 10MT LT2;Condutor;Ileso;56;Feminino
54041;597748;1332642;SP;1067400;Automóvel;GM/KADETT GLS;Condutor;Ileso;33;Feminino
54074;597765;1332662;SP;1067423;Caminhonete;HYUNDAI/HR HDB;Condutor;Lesões Leves;62;Masculino
54079;597768;1332720;SP;1067473;Automóvel;I/FORD FOCUS SE 1.6 HB;Condutor;Ileso;38;Masculino
54141;597797;1332749;SP;1067498;Automóvel;PEUGEOT/208 GRIFFE A;Condutor;Ileso;72;Feminino
54142;597799;1332754;SP;1067502;Motocicleta;YAMAHA/XTZ 125E;Condutor;Lesões Leves;53;Masculino
54143;597799;1332756;SP;1067503;Automóvel;VW/FOX 1.0 GII;Condutor;Não Informado;41;Não Informado
54144;597799;1332820;SP;1067551;Automóvel;I/HYUNDAI I30 2.0;Condutor;Não Informado;41;Não Informado
54229;597840;1334768;SP;1067765;Motocicleta;YAMAHA/MT09 ABS;Condutor;Não Informado;41;Não Informado
54230;597841;1332924;SP;1067615;Automóvel;CHEV/SPIN 18L MT PREMIER;Condutor;Ileso;47;Masculino
54231;597841;1332925;SP;1067616;Motocicleta;HONDA/CG 160 TITAN;Condutor;Lesões Leves;19;Masculino
54348;597912;1333080;SP;1067726;Automóvel;CHEV/SPIN 1.8L AT LT ADV;Condutor;Lesões Leves;74;Masculino
54351;597914;1333132;SP;1067773;Caminhão;VW/17.220 TRATOR;Condutor;Ileso;25;Masculino
54352;597914;1333133;SP;1067774;Caminhão;M.BENZ/L 1318;Condutor;Ileso;45;Masculino
54353;597914;1333134;SP;1067776;Caminhão;VW/24.280 CRM 6X2;Condutor;Lesões Leves;39;Masculino
54374;597929;1333340;SP;1067954;Motocicleta;HONDA/CG 160 FAN ESDI;Condutor;Lesões Leves;24;Masculino
54375;597929;1333339;SP;1067953;Automóvel;HONDA/FIT EX FLEX;Condutor;Ileso;26;Masculino
54406;597944;1333164;SP;1067809;Motocicleta;YAMAHA/YBR150 FACTOR ED;Condutor;Lesões Leves;33;Masculino
54407;597944;1337565;SP;1071506;Automóvel;Não Informado;Condutor;Ileso;41;Não Informado
54425;597956;1333270;SP;1067894;Camioneta;FORD/ECOSPORT XLT2.0FLEX;Condutor;Ileso;56;Masculino
54427;597956;1333268;SP;1067895;Motocicleta;HONDA/CG 160 FAN;Condutor;Lesões Leves;20;Masculino
54436;597962;1333254;SP;1067881;Camioneta;RENAULT/DUSTER FLASH TP;Condutor;Ileso;28;Masculino
54438;597962;1333259;SP;1067882;Automóvel;HYUNDAI/HB20 10M COMFORT;Condutor;Ileso;41;Masculino
54446;597965;1333281;SP;1067896;Motocicleta;HONDA/CG 125 FAN KS;Condutor;Lesões Graves;26;Masculino
54474;597981;1333226;SP;1067858;Caminhão-trator;DAF/XF105 FTT 510A;Condutor;Ileso;27;Masculino
54521;598009;1336175;SP;1068020;Automóvel;I/HONDA FIT;Condutor;Não Informado;41;Não Informado
54522;598009;1333412;SP;1068019;Automóvel;FORD/KA SE 1.0 SD C;Condutor;Ileso;44;Masculino
54523;598009;1333410;SP;1068018;Motocicleta;HONDA/CB 300R;Condutor;Lesões Leves;36;Masculino
54534;598015;1333303;SP;1067923;Caminhão;VOLVO/VM 270 6X2R;Condutor;Ileso;29;Masculino
54535;598015;1333302;SP;1067922;Automóvel;FIAT/PALIO ELX FLEX;Condutor;Ileso;53;Masculino
54554;598023;1333796;SP;1068358;Motocicleta;YAMAHA/YBR 125ED;Condutor;Lesões Leves;21;Masculino
54576;598032;1333382;SP;1067998;Motocicleta;HONDA/CG 150 SPORT;Condutor;Lesões Leves;43;Masculino
54577;598032;1333383;SP;1067999;Caminhonete;VW/NOVA SAVEIRO RB MBVS;Condutor;Ileso;30;Masculino
54603;598048;1333365;SP;1067979;Caminhão-trator;SCANIA/R124 GA4X2NZ 420;Condutor;Ileso;68;Masculino
54604;598048;1333366;SP;1067980;Camioneta;FORD/ECOSPORT TIT AT 2.0;Condutor;Lesões Leves;49;Masculino
54641;598065;1333438;SP;1068045;Motocicleta;JTA/SUZUKI GS500E;Condutor;Lesões Leves;52;Masculino
54658;598078;1333603;SP;1068202;Automóvel;TOYOTA/YARIS HB XLPLUSAT;Condutor;Ileso;39;Feminino
54659;598078;1333604;SP;1068203;Automóvel;HONDA/HR-V EX CVT;Condutor;Lesões Leves;43;Feminino
54678;598086;1333436;SP;1068043;Motocicleta;HONDA/CG 150 TITAN ES;Condutor;Lesões Leves;26;Masculino
54680;598087;1333599;SP;1068198;Automóvel;CITROEN/C3 90M TENDANCE;Condutor;Não Informado;41;Não Informado
54682;598087;1333602;SP;1068199;Camioneta;RENAULT/DUSTER 16 A CVT;Condutor;Ileso;59;Feminino
54701;598096;1333634;SP;1068233;Motocicleta;HONDA/CG 160 START;Condutor;Lesões Leves;58;Masculino
54746;598119;1333593;SP;1068191;Automóvel;RENAULT/KWID ZEN 10MT;Condutor;Lesões Leves;40;Masculino
54747;598119;1333590;SP;1068190;Caminhão;VW/13.180 CNM;Condutor;Ileso;65;Masculino
54748;598119;1333594;SP;1068192;Automóvel;I/AUDI A1 1.4TFSI;Condutor;Ileso;22;Masculino
54761;598126;1333547;SP;1068147;Ciclomotor;Não Informado;Condutor;Ileso;41;Masculino
54815;598161;1333622;SP;1068220;Motocicleta;I/RE CLASSIC 350;Condutor;Lesões Graves;28;Feminino
54843;598177;1333702;SP;1068242;Automóvel;HYUNDAI/HB20 10M SENSE;Condutor;Ileso;48;Feminino
54844;598177;1333661;SP;1068241;Motocicleta;HONDA/CG 160 START;Condutor;Lesões Graves;22;Masculino
54846;598178;1333665;SP;1068251;Automóvel;RENAULT/SANDERO EXP1016V;Condutor;Lesões Leves;40;Masculino
54847;598178;1333667;SP;1068252;Caminhão;M.BENZ/ATEGO 1719;Condutor;Ileso;45;Masculino
55041;598262;1333840;SP;1068392;Motocicleta;KAWASAKI/VULCAN 900 LT;Condutor;Ileso;49;Masculino
55045;598264;1334040;SP;1068535;Caminhão;M.BENZ/ATEGO 1719;Condutor;Lesões Leves;39;Masculino
55100;598290;1334085;SP;1068575;Automóvel;FORD/FIESTA;Condutor;Lesões Leves;36;Masculino
55134;598307;1333939;SP;1068472;Automóvel;GM/MERIVA MAXX;Condutor;Ileso;62;Feminino
55135;598307;1333940;SP;1068473;Motocicleta;HONDA/XLX 350 R;Condutor;Lesões Leves;54;Masculino
55221;598349;1334162;SP;1068641;Ônibus;MBENZ/MPOLO VIAGGIO R;Condutor;Ileso;59;Masculino
55229;598351;1334103;SP;1068592;Automóvel;VW/GOL MI;Condutor;Lesões Leves;19;Masculino
55230;598351;1334122;SP;1068601;Automóvel;I/HYUNDAI I30 2.0;Condutor;Ileso;22;Masculino
55249;598364;1334083;SP;1068576;Automóvel;VW/GOLF 1.6 SPORTLINE;Condutor;Ileso;29;Masculino
55250;598364;1334082;SP;1068574;Automóvel;GM/VECTRA HATCH 4P GT;Condutor;Ileso;36;Masculino
55252;598364;1334084;SP;1068577;Automóvel;GM/KADETT GL;Condutor;Ileso;26;Feminino
55253;598364;1334087;SP;1068578;Utilitário;I/LR R.R SPT 3.0 TD HSE;Condutor;Lesões Leves;30;Masculino
55267;598381;1334137;SP;1068620;Automóvel;GM/CORSA SEDAN JOY;Condutor;Lesões Leves;25;Masculino
55268;598382;1334105;SP;1068594;Automóvel;VW/GOL 1.0;Condutor;Ileso;20;Masculino
55283;598392;1334171;SP;1068649;Caminhonete;VW/SAVEIRO CS ST MB;Condutor;Ileso;43;Masculino
55285;598392;1334172;SP;1068650;Automóvel;GM/ASTRA HB 4P ADVANTAGE;Condutor;Lesões Leves;61;Masculino
55325;598418;1334346;SP;1068773;Automóvel;I/VW JETTA TL AF;Condutor;Ileso;26;Masculino
55353;598434;1334270;SP;1068709;Automóvel;FIAT/UNO ATTRACTIVE 1.0;Condutor;Não Informado;41;Não Informado
55358;598438;1334449;SP;1068866;Motocicleta;HONDA/NXR160 BROS ESDD;Condutor;Lesões Leves;33;Masculino
55382;598447;1334342;SP;1068769;Automóvel;I/BMW 335I PM71;Condutor;Ileso;36;Masculino
55383;598447;1334391;SP;1068768;Motocicleta;HONDA/CG 160 TITAN;Condutor;Lesões Leves;31;Feminino
55385;598448;1334303;SP;1068733;Motocicleta;HONDA/NXR150 BROS MIX KS;Condutor;Lesões Leves;30;Masculino
55386;598448;1334308;SP;1068734;Automóvel;FORD/FIESTA STREET;Condutor;Ileso;37;Masculino
55389;598450;1334683;SP;1069045;Automóvel;NISSAN/KICKS SENSE CVT;Condutor;Ileso;64;Masculino
55390;598450;1334681;SP;1069044;Motocicleta;HONDA/CG 160 START;Condutor;Lesões Graves;25;Masculino
55400;598456;1334537;SP;1068938;Motocicleta;HONDA/CG 160 START;Condutor;Lesões Leves;19;Masculino
55411;598462;1334268;SP;1068707;Motocicleta;BMW/R1250GS A;Condutor;Ileso;53;Masculino
55443;598477;1334306;SP;1068737;Automóvel;NISSAN/KICKS SENSE CVT;Condutor;Ileso;28;Masculino
55445;598477;1334309;SP;1068738;Caminhonete;MMC/L200 OUTDOOR;Condutor;Ileso;74;Masculino
55446;598477;1334310;SP;1068739;Ônibus;VOLVO/MPOLO PARADISO R;Condutor;Ileso;45;Masculino
55469;598488;1334366;SP;1068795;Motocicleta;MOTTU/SPORT 110I;Condutor;Lesões Leves;30;Masculino
55471;598488;1334367;SP;1068796;Automóvel;RENAULT/KWID ZEN 2;Condutor;Ileso;32;Masculino
55472;598488;1334368;SP;1068797;Automóvel;GM/CORSA MILENIUM;Condutor;Ileso;39;Feminino
55513;598510;1334573;SP;1068964;Automóvel;VW/FOX 1.6 GII;Condutor;Lesões Leves;51;Masculino
55514;598510;1334575;SP;1068963;Automóvel;VW/GOL 1.0;Condutor;Lesões Leves;55;Feminino
55541;598524;1334418;SP;1068840;Motocicleta;HONDA/CG 150 TITAN KS;Condutor;Lesões Graves;56;Masculino
55542;598524;1334421;SP;1068841;Caminhão-trator;IVECO/S-WAY 480-6X2;Condutor;Ileso;37;Masculino
55592;598548;1336251;SP;1070356;Automóvel;VW/GOL MI;Condutor;Lesões Leves;23;Masculino
55718;598599;1334591;SP;1068970;Automóvel;FIAT/PALIO FIRE;Condutor;Lesões Leves;27;Feminino
55719;598599;1334578;SP;1068968;Motocicleta;HONDA/CG 125 FAN ES;Condutor;Lesões Leves;23;Masculino
55844;598647;1334728;SP;1069070;Motocicleta;HONDA/CG150 FAN ESDI;Condutor;Lesões Leves;53;Masculino
55885;598667;1334887;SP;1069188;Motocicleta;HONDA/CG 160 TITAN;Condutor;Lesões Leves;28;Masculino
55886;598667;1334889;SP;1069189;Caminhonete;FIAT/STRADA WORKING CD;Condutor;Ileso;20;Masculino
55893;598671;1334955;SP;1069246;Utilitário;I/MMC OUTLANDER 2.0 P;Condutor;Ileso;39;Masculino
55894;598671;1334954;SP;1069244;Motocicleta;YAMAHA/YBR 125K;Condutor;Lesões Leves;20;Masculino
55952;598695;1334907;SP;1069203;Automóvel;PEUGEOT/206 14 SENSAT FX;Condutor;Lesões Graves;46;Masculino
55954;598695;1334909;SP;1069206;Motor-casa;Não Informado;Condutor;Ileso;39;Masculino
56072;598754;1335048;SP;1069332;Caminhonete;CHEVROLET/MONTANA LS2;Condutor;Ileso;45;Masculino
56075;598756;1335050;SP;1069334;Caminhão-trator;IVECO/STRALIS 600S44T;Condutor;Ileso;51;Masculino
56094;598765;1335324;SP;1069560;Motoneta;YAMAHA/T115 CRYPTON K;Condutor;Lesões Leves;38;Feminino
56095;598766;1335072;SP;1069349;Caminhão;FORD/CARGO 1415;Condutor;Ileso;29;Masculino
56096;598766;1335073;SP;1069351;Caminhão-trator;SCANIA/R124 GA4X2NZ 360;Condutor;Ileso;56;Masculino
56100;598769;1335131;SP;1069400;Caminhonete;FORD/PAMPA 1.8 S;Condutor;Lesões Leves;85;Masculino
56101;598769;1335133;SP;1069401;Caminhão;M.BENZ/L 1114;Condutor;Ileso;28;Masculino
56141;598784;1335123;SP;1069395;Motoneta;HONDA/PCX 160 ABS;Condutor;Lesões Leves;47;Masculino
56142;598784;1335124;SP;1069396;Automóvel;HYUNDAI/HB20S 1.6M COMF;Condutor;Ileso;48;Masculino
56158;598791;1335245;SP;1069492;Motocicleta;HONDA/CG 150 TITAN EX;Condutor;Lesões Leves;40;Masculino
56159;598791;1335244;SP;1069490;Motocicleta;DAFRA/APACHE 200;Condutor;Lesões Leves;35;Masculino
56160;598791;1335247;SP;1069494;Motocicleta;MOTTU/SPORT 110I;Condutor;Lesões Leves;42;Masculino
56217;598821;1335572;SP;1069781;Motocicleta;HONDA/CG 150 TITAN KS;Condutor;Lesões Leves;24;Masculino
56218;598821;1335573;SP;1069782;Automóvel;VW/GOL 1.0;Condutor;Ileso;32;Masculino
56282;598850;1335255;SP;1069507;Motocicleta;HONDA/NXR160 BROS ESDD;Condutor;Lesões Leves;36;Masculino
56290;598855;1335315;SP;1069547;Automóvel;VW/GOL CL 1.6 MI;Condutor;Ileso;20;Masculino
56354;598889;1335453;SP;1069684;Ônibus;VW/ITALBUS NASCERE U;Condutor;Ileso;51;Masculino
56357;598889;1335456;SP;1069686;Automóvel;HONDA/FIT EX;Condutor;Ileso;56;Masculino
56358;598889;1335454;SP;1069685;Caminhonete;IVECO/DAILY 35S14HDCS;Condutor;Ileso;62;Masculino
56460;598945;1335457;SP;1069687;Caminhão-trator;SCANIA/R540 A6X4;Condutor;Lesões Leves;41;Masculino
56483;598961;1335515;SP;1069743;Utilitário;I/MMC OUTLANDER 2.0;Condutor;Ileso;38;Masculino
56486;598963;1335553;SP;1069773;Automóvel;CITROEN/C3 GLX 14 FLEX;Condutor;Lesões Leves;49;Feminino
56487;598964;1335522;SP;1069749;Caminhão-trator;IVECO/STRALIS 600S44T;Condutor;Lesões Leves;47;Masculino
56518;598980;1335586;SP;1069793;Automóvel;VW/GOL MI;Condutor;Ileso;29;Masculino
56519;598980;1335585;SP;1069791;Motocicleta;YAMAHA/FACTOR YBR125 K;Condutor;Lesões Leves;39;Masculino
56534;598989;1335583;SP;1069790;Automóvel;GM/CLASSIC LIFE;Condutor;Ileso;36;Feminino
56536;598989;1337185;SP;1070889;Automóvel;Não Informado;Condutor;Não Informado;41;Não Informado
56589;599017;1335894;SP;1070076;Automóvel;FIAT/IDEA ATTRACTIVE 1.4;Condutor;Ileso;70;Masculino
56590;599017;1335695;SP;1069887;Motocicleta;HONDA/CG 160 FAN;Condutor;Lesões Leves;22;Masculino
56591;599017;1335895;SP;1070079;Automóvel;HYUNDAI/CRETA 16A ATTITU;Condutor;Ileso;61;Feminino
56811;599114;1335944;SP;1070116;Automóvel;FIAT/ARGO DRIVE 1.0;Condutor;Ileso;65;Feminino
56812;599114;1335945;SP;1070117;Motocicleta;HONDA/CG 150 TITAN KS;Condutor;Lesões Leves;44;Masculino
56822;599118;1335866;SP;1070057;Motocicleta;YAMAHA/XTZ 125XE;Condutor;Ileso;38;Masculino
56865;599139;1336095;SP;1070249;Motocicleta;HONDA/CBX 250 TWISTER;Condutor;Óbito;52;Masculino
56868;599139;1336097;SP;1070250;Automóvel;I/VW JETTA 2.0T;Condutor;Ileso;26;Masculino
56912;599156;1336208;SP;1070316;Bicicleta;Não Informado;Condutor;Lesões Leves;45;Masculino
56940;599174;1336030;SP;1070185;Caminhão-trator;SCANIA/P 360 A4X2;Condutor;Lesões Leves;36;Masculino
56967;599188;1337905;SP;1071765;Automóvel;GM/CORSA WIND;Condutor;Não Informado;41;Não Informado
56979;599195;1336176;SP;1070293;Automóvel;CHEVROLET/COBALT 1.8 LTZ;Condutor;Ileso;39;Masculino
56980;599195;1336177;SP;1070294;Motocicleta;HONDA/CG150 TITAN MIX EX;Condutor;Lesões Leves;21;Masculino
56982;599197;1336170;SP;1070280;Caminhão-trator;VOLVO/FH 460 6X2T;Condutor;Lesões Leves;30;Masculino
56989;599202;1336182;SP;1070300;Motocicleta;HONDA/NXR150 BROS ESD;Condutor;Lesões Graves;31;Masculino
56991;599202;1336181;SP;1070298;Caminhão;VW/24.250 CNC 6X2;Condutor;Ileso;48;Masculino
57124;599251;1336215;SP;1070317;Bicicleta;Não Informado;Condutor;Lesões Leves;58;Masculino
57127;599253;1336209;SP;1070318;Caminhão-trator;DAF/XF105 FTS 460A;Condutor;Ileso;40;Masculino
57128;599253;1336210;SP;1070319;Automóvel;RENAULT/SANDERO STEP 16;Condutor;Lesões Leves;30;Feminino
57234;599293;1336644;SP;1070712;Motocicleta;HONDA/CG 160 FAN;Condutor;Lesões Leves;29;Masculino
57366;599349;1336481;SP;1070581;Motocicleta;HONDA/NXR150 BROS ESD;Condutor;Lesões Leves;44;Masculino
57385;599360;1336558;SP;1070636;Caminhão;Não Informado;Condutor;Ileso;41;Não Informado
57387;599361;1336529;SP;1070613;Caminhão-trator;VOLVO/FH12 380 4X2T;Condutor;Ileso;51;Masculino
57445;599392;1338411;SP;1072148;Outros;Não Informado;Condutor;Não Informado;41;Não Informado
57495;599419;1336682;SP;1070746;Utilitário;JEEP/COMPASS LONGITUDE D;Condutor;Lesões Leves;39;Masculino
57496;599419;1338022;SP;1071850;Caminhão;FORD/CARGO 1215;Condutor;Ileso;32;Masculino
57509;599428;1336660;SP;1070725;Automóvel;I/RENAULT CLIO EXP1016VH;Condutor;Lesões Leves;30;Masculino
57514;599432;1336662;SP;1070727;Automóvel;TOYOTA/ETIOS SD XLS;Condutor;Ileso;35;Feminino
57515;599432;1336671;SP;1070732;Motocicleta;HONDA/CG 160 FAN ESDI;Condutor;Lesões Leves;40;Masculino
57545;599448;1336767;SP;1070818;Caminhão;VW/24.280 CRM 6X2;Condutor;Ileso;23;Masculino
57546;599448;1336761;SP;1070817;Camioneta;JEEP/RENEGADE LNGTD AT;Condutor;Ileso;74;Masculino
57549;599449;1336690;SP;1070756;Caminhão-trator;SCANIA/R 400 A4X2;Condutor;Lesões Leves;41;Masculino
57566;599460;1336710;SP;1070776;Caminhão;VOLVO/VM 270 6X4R;Condutor;Ileso;38;Masculino
57567;599460;1336709;SP;1070775;Motocicleta;YAMAHA/YBR150 FACTOR ED;Condutor;Lesões Leves;28;Masculino
57568;599461;1336889;SP;1070958;Motocicleta;HONDA/CG 160 START;Condutor;Lesões Graves;27;Masculino
57574;599464;1336748;SP;1070799;Caminhão;VW/13.180 DRC 6X2;Condutor;Lesões Leves;46;Masculino
57621;599490;1336773;SP;1070828;Caminhão-trator;M.BENZ/1938 S;Condutor;Ileso;37;Masculino
57622;599490;1336791;SP;1070846;Caminhonete;VW/EXPRESS DRC 4X2;Condutor;Ileso;46;Masculino
57623;599490;1336788;SP;1070844;Automóvel;FIAT/UNO MILLE FIRE FLEX;Condutor;Lesões Graves;41;Masculino
57625;599490;1336785;SP;1070843;Caminhão;M.BENZ/710;Condutor;Ileso;59;Masculino
57691;599524;1336965;SP;1071036;Motocicleta;HONDA/CG 150 FAN ESI;Condutor;Lesões Leves;33;Masculino
57740;599547;1337220;SP;1071253;Motoneta;HONDA/PCX 160;Condutor;Lesões Leves;33;Masculino
57741;599547;1337221;SP;1071254;Automóvel;I/JAC J3 TURIN;Condutor;Ileso;44;Feminino
57834;599587;1339430;SP;1071188;Automóvel;Não Informado;Condutor;Não Informado;41;Não Informado
